"timestamp","price","X1","X2","sqft","your.name","lot.size","beds","bath","garage","year","elementary","middle","high","walk","tax","highway","restaurant","starbucks","park","mall","address","zip","tract","lon","lat"
"1/15/2015 16:11:46",179900,NA,NA,1600,"Emily Simonson",43560,3,2,"Yes",1994,9,4,2,15,3182,"No",22,3.2,18,1.3,"504 Winkworth Pkwy",13219,NA,-76.1991819,43.025607
"1/15/2015 16:17:10",128000,NA,NA,1992,"Emily Simonson",6969,4,2.5,"Yes",1950,2,4,2,43,1393,"No",7,2.6,5,0.6,"136 Austin Ave",13207,NA,-76.188478,43.0289447
"1/15/2015 16:25:52",114900,NA,NA,1378,"Emily Simonson",5227,4,1,"Yes",1930,2,4,2,50,1331,"No",6,2.6,7,0.5,"701 Velasko Rd",13207,NA,-76.1854,43.029567
"1/15/2015 16:34:22",107500,NA,NA,1452,"Emily Simonson",5227,3,1,"Yes",1931,2,4,1,42,157,"No",12,2.6,8,0.8,"518 Wolcott Ave",13207,NA,-76.183009,43.027571
"1/15/2015 16:41:35",43000,NA,NA,850,"Emily Simonson",6098,2,1,"Yes",1955,2,9,1,57,1525,"No",8,2.3,20,0.6,"112 Wolcott Ave",13207,NA,-76.1832409,43.0321038
"1/15/2015 16:52:22",85000,NA,NA,1639,"Emily Simonson",7840,4,1,"No",1915,2,4,1,36,2184,"No",32,1.9,11,2.5,"212 Roberts Ave",13207,NA,-76.1719573,43.0311128
"1/15/2015 16:56:16",254900,NA,NA,3560,"Emily Simonson",13503,5,3.5,"Yes",1940,2,4,2,28,5202,"No",27,2.2,13,2.6,"168 Robineau Rd",13207,NA,-76.172169,43.02621
"1/15/2015 17:00:55",63000,NA,NA,1788,"Emily Simonson",5227,3,1,"No",1890,4,1,2,43,788,"No",34,1.7,6,3.3,"136 Parkside ave",13207,NA,-76.1625987,43.0254228
"1/15/2015 17:05:32",188000,NA,NA,2832,"Emily Simonson",10454,4,2,"Yes",1905,2,4,1,49,2500,"No",12,1.7,11,1.9,"121 Ruskin Ave",13207,NA,-76.168631,43.0312569
"1/15/2015 17:09:26",169900,NA,NA,1864,"Emily Simonson",6534,4,2,"Yes",1926,2,4,2,52,2251,"No",22,2.3,4,4.1,"203 Wellesley Rd",13207,NA,-76.16885,43.020924
"1/15/2015 17:33:52",38000,NA,NA,1162,"Alison Lubin",3049,3,1,"Yes",1890,1,1,2,37,1141,"No",26,2.4,21,3.2,"160 Berger Ave, Syracuse NY",13205,NA,-76.15442,43.01484
"1/15/2015 17:43:52",59900,NA,NA,1540,"Alison Lubin",3920,4,1,"No",1900,1,2,1,52,1343,"No",40,1.6,4,2.3,"106 Glahn Ave",13205,NA,-76.1537952,43.0245352
"1/15/2015 17:51:58",59900,NA,NA,1260,"Alison Lubin",13503,4,2,"No",1950,1,1,2,33,963,"No",23,2.5,24,3.5,"368 W Matson Ave",13205,NA,-76.152709,43.013094
"1/15/2015 18:04:41",212990,NA,NA,2800,"Alison Lubin",16552,4,5,"Yes",1930,9,2,3,25,3953,"No",23,2.6,24,2.1,"208 Standish Dr",13224,NA,-76.1061929,43.0366741
"1/15/2015 18:04:57",212990,NA,NA,2800,"Alison Lubin",16552,4,5,"Yes",1930,9,2,3,25,3953,"No",23,2.6,24,2.1,"208 Standish Dr",13224,NA,-76.1061929,43.0366741
"1/15/2015 18:04:57",212990,NA,NA,2800,"Alison Lubin",16552,4,5,"Yes",1930,9,2,3,25,3953,"No",23,2.6,24,2.1,"208 Standish Dr",13224,NA,-76.1061929,43.0366741
"1/15/2015 18:13:28",159000,NA,NA,2330,"Alison Lubin",12196,4,2,"Yes",1940,9,2,3,6,3320,"No",22,1.8,34,1.5,"203 Lockwood Rd",13214,NA,-76.089318,43.038672
"1/15/2015 18:19:25",119500,NA,NA,1008,"Alison Lubin",7731,3,1,"Yes",1952,9,2,3,17,1537,"No",27,2.6,47,2.3,"200 Locksley Rd",13224,NA,-76.09792,43.037536
"1/15/2015 18:25:23",185000,NA,NA,2136,"Alison Lubin",28314,3,2,"Yes",1964,9,2,3,35,4081,"No",20,2.2,23,1.4,"205 Bradford Pkwy",13224,NA,-76.105556,43.0400909
"1/15/2015 21:41:31",34000,NA,NA,1194,"Alison Lubin",4356,3,1,"Yes",1915,1,1,2,35,1126,"No",16,2.5,24,3,"127 Winman Ave",13205,NA,-76.1530536,43.0158578
"1/15/2015 21:45:49",28000,NA,NA,720,"Alison Lubin",5227,2,1,"Yes",1925,1,1,2,42,1237,"No",11,2.3,19,3.1,"508 W. Newell St",13205,NA,-76.154329,43.017016
"1/15/2015 21:50:11",159900,NA,NA,1984,"Alison Lubin",9147,5,2,"Yes",1960,9,2,3,16,2177,"No",40,3.6,15,1.5,"406 Hillsboro Pkwy",13214,NA,-76.0876589,43.0403432
"1/16/2015 10:59:05",63000,NA,NA,1788,"ateesh singh",5227,3,1,"No",1890,4,1,2,43,788,"No",31,0.6,44,2.4,"163, Parkside Ave,",13207,NA,-76.1632598,43.0249997
"1/16/2015 11:38:58",132000,NA,NA,1786,"Ateesh Singh",4093,3,1.5,"No",1910,1,2,1,56,1620,"No",12,2,8,2.7,"301, South Avery Avenue",13204,NA,-76.189381,43.043073
"1/16/2015 12:03:05",180000,NA,NA,1204,"Ateesh Singh",3484,4,2,"No",1900,1,1,2,74,609,"No",7,1.3,14,1.7,"114, Nelson Street",13204,NA,-76.1772699,43.046717
"1/16/2015 12:17:20",98999,NA,NA,1462,"Ateesh singh",6376.88091397849,4,2,"No",1890,1,1,2,71,1651,"No",9,1,8,1.8,"567 S Wilbur Ave",13204,NA,-76.17556,43.044507
"1/16/2015 13:45:31",50310,NA,NA,1460,"Ateesh Singh",6534,3,2,"No",1900,4,1,2,58,509,"Yes",4,1.7,8,1.7,"217,Rockland Ave,",13207,NA,-76.157372,43.023752
"1/16/2015 14:04:50",40000,NA,NA,1248,"Ateesh Singh",8276,3,1,"No",1920,4,2,2,43,506,"No",7,2.7,0,4.2,"421 Glenwood Ave",13207,NA,-76.167588,43.019499
"1/16/2015 14:16:49",18500,NA,NA,1976,"Ateesh Singh",2401,6,2,"No",1910,2,1,1,68,1231,"No",3,0.5,28,0.4,"209,Lemoyne Ave",13208,NA,-76.1645111,43.0685293
"1/16/2015 15:07:07",80105,NA,NA,1378,"Ateesh Singh",4070,3,1,"No",1900,2,1,2,56,1603,"No",7,1.9,13,2.6,"236 Huntley street",13208,NA,-76.1379731,43.0776953
"1/16/2015 15:28:43",82828,NA,NA,2262,"Ateesh singh",6376.88091397849,6,2,"Yes",1915,4,1,2,66,1240,"No",1,1.1,1,0.7,"137 E Bissel St.",13207,NA,-76.1576664,43.0254039
"1/16/2015 15:48:06",62957,NA,NA,1722,"Ateesh Singh",6239,6,2,"Yes",1900,2,4,1,48,1723,"No",0.9,1.5,15,0.9,"1508 S Geddes St, ",13207,NA,-76.175773,43.032111
"1/16/2015 17:17:34",49900,NA,NA,1194,"Kicia Sears",9583,2,1,"No",1860,1,9,1,49,1113,"No",24,1.8,15,1.5,"134 Hoefler St",13204,NA,-76.180091,43.036865
"1/16/2015 17:23:53",42000,NA,NA,1110,"Kicia Sears",3484,3,2,"Yes",1925,1,2,1,57,1088,"No",23,1.8,15,1.6,"205 Hartson St",13204,NA,-76.1776364,43.0363417
"1/16/2015 17:35:54",79900,NA,NA,1234,"Kicia Sears",5662,2,1,"Yes",1930,2,2,3,49,1140,"No",21,2,10,2.8,"302 Beattie St",13224,NA,-76.108621,43.0491249
"1/16/2015 17:54:21",69998,NA,NA,1150,"Kicia Sears",3435,3,1.5,"Yes",1962,2,3,3,48,1201,"No",20,2.5,1,2.1,"306 Mountainview Ave",13224,NA,-76.099751,43.050488
"1/16/2015 18:00:01",74900,NA,NA,1198,"Kicia Sears",4791,3,2,"Yes",1923,2,2,3,59,1661,"No",19,2.3,5,2.2,"147 Fayette Blvd",13224,NA,-76.1017619,43.049259
"1/16/2015 18:14:38",72000,NA,NA,1320,"Kicia Sears",4356,3,2,"Yes",1925,2,2,3,50,1595,"No",17,1.7,15,1.7,"273 Genessee Park Drive",13224,NA,-76.108849,43.046193
"1/16/2015 18:20:07",49900,NA,NA,2003,"Kicia Sears",3920,6,2,"No",1900,2,4,1,59,1950,"No",26,1.8,26,1.8,"310 Arthur Street",13204,NA,-76.177434,43.034194
"1/16/2015 18:29:02",79900,NA,NA,1548,"Kicia Sears",6098,3,1,"Yes",1973,2,2,3,63,794,"No",12,3,5,2.9,"484 Audubon Parkway",13224,NA,-76.095636,43.0514579
"1/16/2015 18:47:52",84900,NA,NA,1250,"Kicia Sears",6000,3,1.5,"Yes",1952,2,2,5,48,875,"Yes",21,2.3,7,2.1,"638 Salisbury Park Drive",13224,NA,-76.097847,43.0481089
"1/16/2015 19:01:51",56000,NA,NA,1664,"Kicia Sears",1735,4,2,"No",1910,1,3,2,65,871,"No",11,1.4,17,3.2,"461 Westmoreland Ave",13210,NA,-76.1145372,43.0458128
"1/17/2015 15:10:21",74900,NA,NA,944,"Jake Thorsen",10711,2,2,"Yes",1984,1,3,2,65,2263,"Yes",0.5,1.8,8,4.5,"230 Delhi Street",13202,NA,-76.131732,43.057055
"1/17/2015 15:18:30",24900,NA,NA,1656,"Jake Thorsen",4356,2,2,"No",1900,1,3,2,72,1086,"Yes",6,1.7,10,1.6,"813 Hawley Ave",13203,NA,-76.1309948,43.0554988
"1/17/2015 14:57:22",72500,NA,NA,3627,"Jake Thorsen",2613,7,5,"No",1910,1,3,2,78,1860.04,"No",3,1.2,16,2.7,"705 Lodi St",13203,NA,-76.138907,43.05522
"1/17/2015 15:36:33",58900,NA,NA,2712,"Jake Thorsen",4356,6,3,"No",1870,1,1,1,81,2302,"No",2,1.1,16,1.2,"1006 N Townsend St",13208,NA,-76.151854,43.061529
"1/17/2015 15:53:45",49900,NA,NA,2464,"Jake Thorsen",3484,6,3,"No",1900,1,1,1,87,1890,"No",2,1.1,17,5,"412 E Division",13208,NA,-76.1511417,43.0611623
"1/17/2015 16:04:40",29900,NA,NA,1390,"Jake Thorsen",1742,3,1,"No",1910,1,1,1,80,959,"No",6,1.4,18,1.4,"109 Lilac street",13208,NA,-76.1509584,43.0631091
"1/17/2015 16:11:08",45000,NA,NA,2624,"Jake Thorsen",4791,6,2,"No",1900,1,1,1,83,1484,"No",7,1.3,19,1.5,"608 Ash Street",13208,NA,-76.1475565,43.0617666
"1/17/2015 16:16:45",59000,NA,NA,2208,"Jake Thorsen",4356,4,2,"No",1910,1,1,1,71,1372,"No",8,1.4,20,1.4,"1113 Park Street",13208,NA,-76.1499983,43.0652808
"1/19/2015 14:01:45",79950,NA,NA,972,"Gonzalo Talavera",4791,2,1,"Yes",1925,2,1,2,38,1031,"No",25,2,26,0.2,"110 Merril St",13208,NA,-76.148968,43.081257
